filename,sym_type,note_pitch
1_1.png,K:t,-
1_10.png,8,B4
1_11.png,8,B4
1_12.png,8,C5
1_13.png,8,B4
1_15.png,8,E5
1_16.png,16,D5
1_18.png,16,C5
1_2.png,M:3/4,-
1_22.png,8,F5
1_23.png,8,A4
1_24.png,8,B4
1_25.png,4,C5
1_4.png,2,E5
1_7.png,16,C5
1_8.png,4,C5
1_9.png,16,C5
20260326202254_1.png,K:t,-
20260326202254_11.png,4,G4
20260326202254_13.png,4,D5
20260326202254_15.png,sh,-
20260326202254_16.png,16,D5
20260326202254_17.png,16,B4
20260326202254_18.png,4,E5
20260326202254_19.png,4,D5
20260326202254_3.png,4,G4
20260326202254_5.png,8,E5
20260326202254_6.png,8,B4
20260326202254_8.png,8,D5
20260326202321_1.png,K:t,-
20260326202321_11.png,bm,-
20260326202321_14.png,4,D5
20260326202321_15.png,.,-
20260409194355_5.png,4,F5
20260409194355_6.png,4,E5
20260409194355_8.png,4,E5
20260409194610_1.png,K:t,-
20260409194610_10.png,8,F5
20260409194610_11.png,8,E5
20260409194610_13.png,4,B4
20260409194610_14.png,8,D5
20260409194610_15.png,8,E5
20260409194610_16.png,8,D5
20260409194610_19.png,sh,-
20260409194610_2.png,sh,-
20260409194610_20.png,8,B4
20260409194610_3.png,sh,-
20260409194610_4.png,M:9/8,-
20260409194610_6.png,8,B4
20260409194610_9.png,8,G5
20260409194619_1.png,K:t,-
20260409194619_10.png,sh,-
20260409194619_11.png,16,G4
20260409194619_12.png,16,B4
20260409194619_15.png,8,B4
20260409194619_16.png,8,C5
20260409194619_2.png,sh,-
20260409194619_20.png,sh,-
20260409194619_21.png,8,G4
20260409194619_22.png,8,B4
20260409194619_3.png,sh,-
20260409194619_6.png,sh,-
20260409194619_7.png,8,G4
20260409194619_9.png,8,B4
20260409194739_10.png,4,F4
20260409194739_11.png,4,G4
20260409194739_12.png,4,D4
20260409194739_16.png,4,D4
20260409194739_17.png,8,E4
20260409194739_18.png,2,F4
20260409194739_2.png,K:t,-
20260409194739_3.png,4,E4
20260409194739_4.png,4,C4
20260409194739_5.png,8,C4
20260409194739_8.png,4,C4
20260409194739_9.png,4,G4
20260409194801_1.png,K:t,-
20260409194801_10.png,sh,-
20260409194801_11.png,4,F5
20260409194801_12.png,2,A5
20260409194801_2.png,bm,-
20260409194801_3.png,8,E6
20260409194801_4.png,4,D6
20260409194801_5.png,8,C6
20260409194801_6.png,8,B5
20260409194801_7.png,8,A5
20260409194801_8.png,4,G5
20260409194801_9.png,4,E6
20260409194816_1.png,K:t,-
20260409194816_10.png,4,D6
20260409194816_2.png,4,D6
20260409194816_3.png,4,D6
20260409194816_4.png,4,D6
20260409194816_5.png,4,D6
20260409194816_6.png,2,E6
20260409194816_8.png,4,D6
20260409194816_9.png,4,D6
20260409194833_1.png,K:t,-
20260409194833_10.png,8,S4
20260409194833_11.png,2,D4
20260409194833_16.png,2,G4
20260409194833_17.png,4,G4
20260409194833_18.png,4,D5
20260409194833_19.png,2,D5
20260409194833_2.png,M:Ct,-
20260409194833_20.png,4,E5
20260409194833_21.png,4,G4
20260410150932_9.png,R4,-
20260410150939_9.png,K:t,-
20260410150951_13.png,K:t,-
20260410150951_14.png,M:C,-
20260410150958_10.png,bm,-
20260410150958_12.png,M:C,-
20260410150958_13.png,1,E5
20260410150958_14.png,2,B4
20260410150958_16.png,4,D4
20260410150958_20.png,4,G4
20260410150958_21.png,4,B4
20260410150958_9.png,K:t,-
20260410151006_10.png,K:t,-
20260410151006_11.png,bm,-
20260410151006_12.png,M:C,-
20260410151012_12.png,8,D5
20260410151012_13.png,8,D5
20260410151012_16.png,8,D5
20260410151012_18.png,8,D5
20260410151012_19.png,8,D5
20260410151012_20.png,8,D5
20260410151012_21.png,8,D5
20260410151012_22.png,8,D5
20260410151012_23.png,8,D5
20260410151012_24.png,8,D5
20260410151012_25.png,8,D5
20260410151012_27.png,8,A4
20260410151012_31.png,8,A4
20260410151012_32.png,8,A4
20260410151012_33.png,8,A4
20260410151012_34.png,8,A4
20260410151012_35.png,8,D5
20260410151012_36.png,8,D5
20260410151012_37.png,8,D5
20260410151012_38.png,8,D5
20260410151012_39.png,8,D5
20260410151012_40.png,8,D5
20260410151012_41.png,8,D5
20260410151012_42.png,8,D5
20260410151012_7.png,K:a,-
20260410151012_8.png,bm,-
20260410151012_9.png,M:C,-
20260410151018_10.png,8,C5
20260410151018_11.png,8,C5
20260410151018_12.png,8,C5
20260410151018_13.png,8,C5
20260410151018_14.png,8,C5
20260410151018_15.png,8,C5
20260410151018_16.png,8,C5
20260410151018_17.png,8,C5
20260410151018_18.png,8,C5
20260410151018_19.png,8,C5
20260410151018_20.png,8,C5
20260410151018_21.png,8,C5
20260410151018_23.png,8,G4
20260410151018_24.png,8,G4
20260410151018_25.png,8,G4
20260410151018_26.png,8,G4
20260410151018_27.png,8,G4
20260410151018_29.png,8,G4
20260410151018_30.png,8,5
20260410151018_31.png,8,C5
20260410151018_32.png,8,C5
20260410151018_33.png,8,C5
20260410151018_34.png,8,C5
20260410151018_35.png,8,C5
20260410151018_36.png,8,C5
20260410151018_7.png,M:C,-
20260410151018_9.png,8,C5
20260410151036_10.png,8,A4
20260410151036_19.png,8,D5
20260410151036_2.png,bm,-
20260410151036_20.png,8,D5
20260410151036_21.png,8,C5
20260410151036_22.png,8,G5
20260410151036_24.png,8,F4
20260410151036_25.png,8,D5
20260410151036_26.png,8,D5
20260410151036_27.png,4,E5
20260410151036_28.png,8,A4
20260410151036_29.png,16,A4
20260410151036_30.png,4,A4
20260410151036_31.png,R4,-
20260410151036_4.png,8,B4
20260410151036_5.png,4,B4
20260410151036_6.png,8,B4
20260410151046_1.png,K:b,-
20260410151046_10.png,8,C5
20260410151046_11.png,8,C5
20260410151046_12.png,8,C5
20260410151046_14.png,8,C5
20260410151046_15.png,8,C5
20260410151046_16.png,8,C5
20260410151046_2.png,bm,-
20260410151046_20.png,4,C5
20260410151046_21.png,8,G4
20260410151046_22.png,8,G4
20260410151046_23.png,8,G4
20260410151046_24.png,8,G4
20260410151046_28.png,8,C5
20260410151046_31.png,8,D5
20260410151046_33.png,8,C5
20260410151046_34.png,8,E5
20260410151046_35.png,8,A5
20260410151046_36.png,4,G5
20260410151046_38.png,16,G4
20260410151046_39.png,4,G4
20260410151046_40.png,R4,-
20260410151046_6.png,8,C5
20260410151055_12.png,2,G4
20260410151055_14.png,4,B4
20260410151055_15.png,4,E4
20260410151055_16.png,4,E4
20260410151055_19.png,4,G4
20260410151055_20.png,R4,-
20260410151055_21.png,2,B4
20260410151055_25.png,2,G4
20260410151055_26.png,4,G4
20260410151055_27.png,8,B4
20260410151055_29.png,8,4
20260410151055_3.png,K:t,-
20260410151055_31.png,4,F4
20260410151055_33.png,4,G4
20260410151055_34.png,R4,-
20260410151055_4.png,bm,-
20260410151055_7.png,.,-
20260410151101_13.png,4,B3
20260410151101_14.png,2,E4
20260410151101_15.png,4,D4
20260410151101_16.png,4,E4
20260410151101_17.png,R4,-
20260410151101_18.png,R8,-
20260410151101_20.png,R8,-
20260410151101_24.png,4,B3
20260410151101_25.png,2,E4
20260410151101_27.png,4,D4
20260410151101_28.png,4,E4
20260410151101_29.png,R4,-
20260410151101_3.png,K:t,-
20260410151101_30.png,4,E4
20260410151101_4.png,R8,-
20260410151101_7.png,R8,-
20260410151113_1.png,K:a,-
20260410151113_10.png,2,F4
20260410151113_11.png,4,B4
20260410151113_12.png,4,A4
20260410151113_14.png,R4,-
20260410151113_15.png,R8,-
20260410151113_18.png,4,D5
20260410151113_19.png,R8,-
20260410151113_2.png,bm,-
20260410151113_24.png,2,F4
20260410151113_27.png,R4,-
20260410151113_28.png,R4,-
20260410151113_29.png,2,D5
20260410151113_3.png,R8,-
20260410151113_30.png,4,C5
20260410151113_7.png,R8,-
20260410151120_10.png,4,C5
20260410151120_11.png,R4,-
20260410151120_12.png,4,C5
20260410151120_13.png,R4,-
20260410151120_14.png,4,C5
20260410151120_15.png,R4,-
20260410151120_16.png,4,C5
20260410151120_17.png,4,A5
20260410151120_18.png,4,F5
20260410151120_19.png,4,G5
20260410151120_2.png,4,C5
20260410151120_20.png,4,C5
20260410151120_21.png,R4,-
20260410151120_22.png,8,C5
20260410151120_3.png,R4,-
20260410151120_4.png,4,C5
20260410151120_5.png,R4,-
20260410151120_6.png,4,C5
20260410151120_7.png,4,A5
20260410151120_8.png,4,F5
20260410151120_9.png,4,G5
20260410151137_1.png,K:b,-
20260410151137_12.png,4,C5
20260410151137_16.png,4,C5
20260410151137_19.png,4,F5
20260410151137_2.png,8,C5
20260410151137_27.png,R4,-
20260410151137_28.png,4,G5
20260410151137_29.png,4,G4
20260410151137_34.png,8,C5
20260410151137_36.png,8,C5
20260410151137_37.png,8,C5
20260410151137_38.png,8,C5
20260410151137_7.png,8,C5
20260410151137_8.png,8,C5
20260410151143_1.png,K:T,-
20260410154347_1.png,K:t,-
20260410154347_11.png,8,D6
20260410154347_12.png,4,E6
20260410154347_14.png,2,A5
20260410154347_15.png,sh,-
20260410154347_18.png,4,B5
20260410154347_2.png,4,B5
20260410154347_3.png,8,C6
20260410154347_4.png,4,D6
20260410154347_6.png,2,B5
20260410154347_7.png,16,A5
20260410154347_8.png,8,B5
20260410154353_1.png,K:t,-
20260410154353_10.png,R4,-
20260410154353_11.png,2,E6
20260410154353_13.png,4,D6
20260410154353_14.png,4,D6
20260410154353_15.png,R4,-
20260410154353_16.png,4,D6
20260410154353_17.png,R4,-
20260410154353_3.png,4,D6
20260410154353_4.png,R4,-
20260410154353_5.png,4,D6
20260410154353_6.png,R4,-
20260410154353_7.png,4,D6
20260410154353_8.png,R4,-
20260410154353_9.png,4,D6
20260410154359_1.png,K:t,-
20260410154359_10.png,2,D6
20260410154359_11.png,sh,-
20260410154359_15.png,8,D6
20260410154359_16.png,R8,-
20260410154359_17.png,sh,-
20260410154359_20.png,8,C6
20260410154359_21.png,8,D6
20260410154359_22.png,R8,-
20260410154359_23.png,8,C6
20260410154359_24.png,8,B5
20260410154359_25.png,8,C6
20260410154359_26.png,4,D6
20260410154359_27.png,R4,-
20260410154359_29.png,sh,-
20260410154359_3.png,4,D6
20260410154359_4.png,R4,-
20260410154359_5.png,4,D6
20260410154359_7.png,2,E6
20260410154359_8.png,2,E6
20260410154359_9.png,4,D6
20260410154406_1.png,K:t,-
20260410154406_10.png,R8,-
20260410154406_12.png,8,A5
20260410154406_13.png,R8,-
20260410154406_15.png,4,D6
20260410154406_18.png,8,B5
20260410154406_19.png,8,C6
20260410154406_2.png,sh,-
20260410154406_20.png,8,D6
20260410154406_21.png,8,E6
20260410154406_23.png,2,E6
20260410154406_5.png,8,E6
20260410154406_7.png,2,E6
20260410154406_9.png,8,B5
20260410154410_1.png,K:t,-
20260410154410_10.png,R8,-
20260410154410_12.png,8,D6
20260410154410_13.png,R8,-
20260410154410_14.png,4,C6
20260410154410_15.png,8,D6
20260410154410_16.png,R8,-
20260410154410_18.png,8,D6
20260410154410_19.png,R8,-
20260410154410_2.png,sh,-
20260410154410_20.png,4,C6
20260410154410_21.png,B|,-
20260410154410_22.png,8,D6
20260410154410_23.png,R8,-
20260410154410_24.png,R4,-
20260410154410_25.png,8,D6
20260410154410_27.png,8,C6
20260410154410_28.png,8,E6
20260410154410_29.png,8,C6
20260410154410_3.png,8,B5
20260410154410_4.png,R8,-
20260410154410_6.png,8,A5
20260410154410_7.png,R8,-
20260410154410_9.png,8,B5
20260410154415_1.png,K:t,-
20260410154415_11.png,8,B5
20260410154415_12.png,R8,-
20260410154415_13.png,sh,-
20260410154415_14.png,4,C6
20260410154415_15.png,8,D6
20260410154415_16.png,R8,-
20260410154415_17.png,4,C6
20260410154415_18.png,8,D6
20260410154415_19.png,R8,-
20260410154415_2.png,sh,-
20260410154415_21.png,8,D6
20260410154415_22.png,R8,-
20260410154415_23.png,4,C6
20260410154415_24.png,8,D6
20260410154415_25.png,R8,-
20260410154415_26.png,R4,-
20260410154415_27.png,8,D6
20260410154415_28.png,8,C6
20260410154415_3.png,8,C6
20260410154415_4.png,8,B5
20260410154415_6.png,8,B5
20260410154421_1.png,K:t,-
20260410154421_10.png,4,A5
20260410154421_11.png,4,B5
20260410154421_12.png,8,D6
20260410154421_13.png,8,D6
20260410154421_15.png,4,F6
20260410154421_16.png,4,G6
20260410154421_17.png,8,D6
20260410154421_18.png,8,D6
20260410154421_2.png,sh,-
20260410154421_20.png,8,F6
20260410154421_21.png,8,F6
20260410154421_22.png,4,G6
20260410154421_23.png,4,F6
20260410154421_24.png,4,G6
20260410154421_25.png,4,F6
20260410154421_3.png,8,C6
20260410154421_4.png,8,B5
20260410154421_6.png,4,B5
20260410154421_7.png,8,B5
20260410154421_8.png,8,A5
20260410154421_9.png,8,C6
20260410154426_1.png,K:t,-
20260410154426_10.png,4,D6
20260410154426_11.png,8,C6
20260410154426_12.png,8,B5
20260410154426_15.png,8,B5
20260410154426_16.png,8,C6
20260410154426_17.png,8,G5
20260410154426_19.png,4,D5
20260410154426_2.png,sh,-
20260410154426_20.png,4,D6
20260410154426_21.png,2,G6
20260410154426_3.png,4,G6
20260410154426_4.png,4,F6
20260410154426_5.png,4,G6
20260410154426_6.png,4,F6
20260410154426_7.png,8,G6
20260410154426_8.png,8,F6
20260410154426_9.png,8,E6
2_10.png,B|,-
2_11.png,R4,-
2_13.png,4,A4
2_14.png,4,G4
2_18.png,4,G4
2_19.png,R8,-
2_20.png,R8,-
2_22.png,8,A4
2_23.png,8,A4
2_24.png,4,G4
2_8.png,R2,-
3_13.png,8,E4
3_14.png,8,D4
3_15.png,8,A3
3_16.png,8,C4
3_18.png,8,F4
3_19.png,2,F4
3_2.png,K:t,-
3_20.png,R8,-
3_22.png,4,E4
3_23.png,8,F4
3_25.png,R4,-
3_4.png,2,B3
3_5.png,R8,-
3_6.png,8,D4
3_8.png,2,G4
4_10.png,4,D5
4_12.png,2,E5
4_3.png,4,D5
4_4.png,2,E5
4_5.png,4,D5
4_6.png,2,E5
4_7.png,4,D5
4_8.png,2,E5
image_0_0.png,K:t,-
image_0_1.png,m:3/4,-
image_0_10.png,16,C5
image_0_11.png,16,B4
image_0_12.png,16,D5
image_0_13.png,16,C5
image_0_14.png,8,B4
image_0_15.png,r16,-
image_0_17.png,8,E5
image_0_18.png,16,D5
image_0_19.png,4,D5
image_0_20.png,16,D5
image_0_21.png,16,C5
image_0_22.png,16,E5
image_0_23.png,4,D5
image_0_25.png,16,C5
image_0_27.png,8,F5
image_0_28.png,8,A4
image_0_29.png,8,B4
image_0_3.png,2,E5
image_0_30.png,8,C5
image_0_5.png,8,D5
image_0_7.png,16,C5
image_0_8.png,4,C5
image_10_0.png,K:t,-
image_10_1.png,bm,-
image_10_10.png,2,A5
image_10_11.png,4,G5
image_10_2.png,8,E6
image_10_3.png,4,D6
image_10_4.png,8,C6
image_10_5.png,8,B5
image_10_6.png,8,A5
image_10_7.png,4,E6
image_10_8.png,sh,-
image_10_9.png,4,F5
image_11_0.png,K:t,-
image_11_1.png,4,D6
image_11_2.png,4,D6
image_11_3.png,4,D6
image_11_4.png,4,D6
image_11_5.png,2,E6
image_11_6.png,2,E6
image_11_7.png,4,D6
image_11_8.png,4,D6
image_11_9.png,4,D6
image_12_0.png,K:t,-
image_12_21.png,2,D5
image_12_23.png,4,E5
image_12_25.png,8,E4
image_1_10.png,8,A4
image_1_11.png,8,G4
image_1_13.png,8,F4
image_1_14.png,8,G4
image_1_16.png,4,G4
image_1_18.png,4,G4
image_1_20.png,r8,-
image_1_22.png,r8,-
image_1_23.png,8,A4
image_1_25.png,8,A4
image_1_26.png,8,A4
image_1_29.png,8,G4
image_1_3.png,K:t,-
image_1_30.png,16,F4
image_1_31.png,2,G4
image_1_4.png,M:12/8,-
image_1_8.png,R4,-
image_2_12.png,4,G4
image_2_13.png,n,-
image_2_14.png,4,E4
image_2_15.png,8,C4
image_2_16.png,8,B3
image_2_17.png,8,A3
image_2_18.png,8,C4
image_2_19.png,8,E4
image_2_2.png,K:t,-
image_2_20.png,8,F4
image_2_21.png,2,F4
image_2_22.png,8,G4
image_2_24.png,4,E4
image_2_25.png,8,F4
image_2_26.png,2,F4
image_2_27.png,R4,-
image_2_3.png,bm,-
image_2_4.png,2,B3
image_2_5.png,r8,-
image_2_6.png,8,D4
image_2_8.png,2,G4
image_3_1.png,K:t,-
image_3_11.png,2,E5
image_3_2.png,bm,-
image_3_3.png,4,D5
image_3_4.png,4,D5
image_3_6.png,4,D5
image_3_7.png,2,E5
image_3_9.png,4,D5
image_4_0.png,K:t,-
image_4_11.png,16,C5
image_4_13.png,4,G4
image_4_15.png,4,D5
image_4_16.png,8,D5
image_4_18.png,sh,-
image_4_19.png,16,D5
image_4_2.png,4,G4
image_4_20.png,16,B4
image_4_21.png,16,E5
image_4_22.png,4,D5
image_4_4.png,8,E5
image_4_5.png,8,D5
image_4_6.png,sh,-
image_4_7.png,8,C5
image_4_8.png,4,D5
image_4_9.png,16,C5
image_5_0.png,K:t,-
image_5_1.png,sh,-
image_5_11.png,8,D5
image_5_18.png,4,D5
image_5_3.png,8,E5
image_5_6.png,bm,-
image_5_9.png,16,E5
image_6_1.png,2,C5
image_6_10.png,4,C5
image_6_11.png,2,C5
image_6_12.png,4,C5
image_6_13.png,4,C5
image_6_2.png,4,C5
image_6_3.png,4,C5
image_6_4.png,2,C5
image_6_5.png,4,F5
image_6_6.png,4,E5
image_6_7.png,2,G5
image_6_8.png,4,E5
image_6_9.png,2,F5
image_7_0.png,K:t,-
image_7_1.png,sh,-
image_7_14.png,8,B4
image_7_17.png,8,E5
image_7_19.png,r4,-
image_7_2.png,sh,-
image_7_20.png,8,F4
image_7_21.png,sh,-
image_7_3.png,M:9/8,-
image_7_5.png,8,B4
image_8_0.png,K:t,-
image_8_1.png,sh,-
image_8_10.png,8,G4
image_8_11.png,8,D5
image_8_12.png,8,B4
image_8_15.png,sh,-
image_8_16.png,8,G4
image_8_17.png,8,A4
image_8_18.png,8,B4
image_8_2.png,8,F4
image_8_3.png,sh,-
image_8_4.png,8,G4
image_8_5.png,8,B4
image_8_6.png,8,B4
image_8_7.png,sh,-
image_8_8.png,16,G4
image_9_1.png,K:t,-
image_9_10.png,4,F4
image_9_11.png,4,G4
image_9_12.png,4,D4
image_9_14.png,4,C4
image_9_15.png,4,D4
image_9_16.png,8,E4
image_9_17.png,2,F4
image_9_2.png,4,E4
image_9_3.png,4,C4
image_9_4.png,4,E4
image_9_5.png,8,C4
image_9_6.png,4,D4
image_9_7.png,8,E4
image_9_8.png,4,C4
image_9_9.png,4,G4
